Description,SKU,Name,DisplayName,FranchisePrice,RetailPrice,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
"12"" x 23"" x 11"" (11H) WHT",AC-0000563,"12"" x 23"" x 11"" (11H) WHT","12"" x 23"" x 11"" (11H) WHT",31.57,72.611,EA,AC,HAFELE,547.40.716,4,1,0,0,0
"12"" x 23"" x 17"" (16H) WHT",AC-0000564,"12"" x 23"" x 17"" (16H) WHT","12"" x 23"" x 17"" (16H) WHT",39.842,91.637,EA,AC,HAFELE,547.40.718,4,1,0,0,0
"14"" x 17"" x 6"" (6H) CHR",AC-0000565,"14"" x 17"" x 6"" (6H) CHR","14"" x 17"" x 6"" (6H) CHR",27.335,62.871,EA,AC,HAFELE,547.38.232,4,1,0,0,0
"14"" x 17"" x 11"" (11H) CHR",AC-0000566,"14"" x 17"" x 11"" (11H) CHR","14"" x 17"" x 11"" (11H) CHR",30.657,70.511,EA,AC,HAFELE,547.38.236,4,1,0,0,0
"14"" x 17"" x 17"" (16H) CHR",AC-0000567,"14"" x 17"" x 17"" (16H) CHR","14"" x 17"" x 17"" (16H) CHR",36.608,84.198,EA,AC,HAFELE,547.38.238,4,1,0,0,0
"14"" x 23"" x 6"" (6H) CHR",AC-0000568,"14"" x 23"" x 6"" (6H) CHR","14"" x 23"" x 6"" (6H) CHR",31.295,71.979,EA,AC,HAFELE,547.40.232,4,1,0,0,0
"14"" x 23"" x 11"" (11H) CHR",AC-0000569,"14"" x 23"" x 11"" (11H) CHR","14"" x 23"" x 11"" (11H) CHR",35.101,80.732,EA,AC,HAFELE,547.40.236,4,1,0,0,0
"14"" x 23"" x 17"" (16H) CHR",AC-0000570,"14"" x 23"" x 17"" (16H) CHR","14"" x 23"" x 17"" (16H) CHR",41.195,94.749,EA,AC,HAFELE,547.40.238,4,1,0,0,0
"14"" x 29"" x 6"" (6H) CHR",AC-0000571,"14"" x 29"" x 6"" (6H) CHR","14"" x 29"" x 6"" (6H) CHR",33.077,76.077,EA,AC,HAFELE,547.41.232,4,1,0,0,0
"14"" x 29"" x 11"" (11H) CHR",AC-0000572,"14"" x 29"" x 11"" (11H) CHR","14"" x 29"" x 11"" (11H) CHR",35.651,81.997,EA,AC,HAFELE,547.41.236,4,1,0,0,0
"14"" x 29"" x 17"" (16H) CHR",AC-0000573,"14"" x 29"" x 17"" (16H) CHR","14"" x 29"" x 17"" (16H) CHR",43.846,100.846,EA,AC,HAFELE,547.41.238,4,1,0,0,0
"14"" x 17"" x 6"" (6H) MATT NICK",AC-0000574,"14"" x 17"" x 6"" (6H) MATT NICK","14"" x 17"" x 6"" (6H) MATT NICK",27.566,63.402,EA,AC,HAFELE,547.38.632,4,1,0,0,0
"14"" x 17"" x 11"" (11H) MATT NICK",AC-0000575,"14"" x 17"" x 11"" (11H) MATT NICK","14"" x 17"" x 11"" (11H) MATT NICK",30.976,71.245,EA,AC,HAFELE,547.38.636,4,1,0,0,0
"14"" x 17"" x 17"" (16H) MATT NICK",AC-0000576,"14"" x 17"" x 17"" (16H) MATT NICK","14"" x 17"" x 17"" (16H) MATT NICK",37.752,86.83,EA,AC,HAFELE,547.38.638,4,1,0,0,0
"14"" x 23"" x 6"" (6H) MATT NICK",AC-0000577,"14"" x 23"" x 6"" (6H) MATT NICK","14"" x 23"" x 6"" (6H) MATT NICK",30.118,69.271,EA,AC,HAFELE,547.40.632,4,1,0,0,0
"14"" x 23"" x 11"" (11H) MATT NICK",AC-0000578,"14"" x 23"" x 11"" (11H) MATT NICK","14"" x 23"" x 11"" (11H) MATT NICK",32.956,75.799,EA,AC,HAFELE,547.40.636,4,1,0,0,0
"14"" x 23"" x 17"" (16H) MATT NICK",AC-0000579,"14"" x 23"" x 17"" (16H) MATT NICK","14"" x 23"" x 17"" (16H) MATT NICK",37.719,86.754,EA,AC,HAFELE,547.40.638,4,1,0,0,0
"14"" x 29"" x 6"" (6H) MATT NICK",AC-0000580,"14"" x 29"" x 6"" (6H) MATT NICK","14"" x 29"" x 6"" (6H) MATT NICK",30.118,69.271,EA,AC,HAFELE,547.40.632,4,1,0,0,0
"14"" x 29"" x 11"" (11H) MATT NICK",AC-0000581,"14"" x 29"" x 11"" (11H) MATT NICK","14"" x 29"" x 11"" (11H) MATT NICK",41.745,96.014,EA,AC,HAFELE,547.41.636,4,1,0,0,0
"14"" x 29"" x 17"" (16H) MATT NICK",AC-0000582,"14"" x 29"" x 17"" (16H) MATT NICK","14"" x 29"" x 17"" (16H) MATT NICK",44.176,101.605,EA,AC,HAFELE,547.41.638,4,1,0,0,0
"14"" x 17"" x 6"" (6H) ORB",AC-0000583,"14"" x 17"" x 6"" (6H) ORB","14"" x 17"" x 6"" (6H) ORB",28.776,66.185,EA,AC,HAFELE,547.38.132,4,1,0,0,0
"14"" x 17"" x 11"" (11H) ORB",AC-0000584,"14"" x 17"" x 11"" (11H) ORB","14"" x 17"" x 11"" (11H) ORB",31.878,73.319,EA,AC,HAFELE,547.38.136,4,1,0,0,0
"14"" x 17"" x 17"" (16H) ORB",AC-0000585,"14"" x 17"" x 17"" (16H) ORB","14"" x 17"" x 17"" (16H) ORB",40.887,94.04,EA,AC,HAFELE,547.38.138,4,1,0,0,0
"14"" x 23"" x 6"" (6H) ORB",AC-0000586,"14"" x 23"" x 6"" (6H) ORB","14"" x 23"" x 6"" (6H) ORB",30.723,70.663,EA,AC,HAFELE,547.40.132,4,1,0,0,0
"14"" x 23"" x 11"" (11H) ORB",AC-0000587,"14"" x 23"" x 11"" (11H) ORB","14"" x 23"" x 11"" (11H) ORB",38.214,87.892,EA,AC,HAFELE,547.40.136,4,1,0,0,0
"14"" x 23"" x 17"" (16H) ORB",AC-0000588,"14"" x 23"" x 17"" (16H) ORB","14"" x 23"" x 17"" (16H) ORB",42.823,98.493,EA,AC,HAFELE,547.40.138,4,1,0,0,0
"14"" x 29"" x 6"" (6H) ORB",AC-0000589,"14"" x 29"" x 6"" (6H) ORB","14"" x 29"" x 6"" (6H) ORB",36.553,84.072,EA,AC,HAFELE,547.41.132,4,1,0,0,0
"14"" x 29"" x 11"" (11H) ORB",AC-0000590,"14"" x 29"" x 11"" (11H) ORB","14"" x 29"" x 11"" (11H) ORB",36.553,84.072,EA,AC,HAFELE,547.41.136,4,1,0,0,0
"14"" x 29"" x 17"" (16H) ORB",AC-0000591,"14"" x 29"" x 17"" (16H) ORB","14"" x 29"" x 17"" (16H) ORB",39.193,90.144,EA,AC,HAFELE,547.41.138,4,1,0,0,0
"14"" x 17"" x 6"" (6H) WHT",AC-0000592,"14"" x 17"" x 6"" (6H) WHT","14"" x 17"" x 6"" (6H) WHT",24.288,55.862,EA,AC,HAFELE,547.38.732,4,1,0,0,0
"14"" x 17"" x 11"" (11H) WHT",AC-0000593,"14"" x 17"" x 11"" (11H) WHT","14"" x 17"" x 11"" (11H) WHT",29.15,67.045,EA,AC,HAFELE,547.38.736,4,1,0,0,0
"14"" x 17"" x 17"" (16H) WHT",AC-0000594,"14"" x 17"" x 17"" (16H) WHT","14"" x 17"" x 17"" (16H) WHT",34.727,79.872,EA,AC,HAFELE,547.38.738,4,1,0,0,0
"14"" x 23"" x 6"" (6H) WHT",AC-0000595,"14"" x 23"" x 6"" (6H) WHT","14"" x 23"" x 6"" (6H) WHT",26.466,60.872,EA,AC,HAFELE,547.40.732,4,1,0,0,0
"14"" x 23"" x 11"" (11H) WHT",AC-0000596,"14"" x 23"" x 11"" (11H) WHT","14"" x 23"" x 11"" (11H) WHT",32.604,74.989,EA,AC,HAFELE,547.40.736,4,1,0,0,0
"14"" x 23"" x 17"" (16H) WHT",AC-0000597,"14"" x 23"" x 17"" (16H) WHT","14"" x 23"" x 17"" (16H) WHT",40.348,92.8,EA,AC,HAFELE,547.40.738,4,1,0,0,0
"14"" x 29"" x 6"" (6H) WHT",AC-0000598,"14"" x 29"" x 6"" (6H) WHT","14"" x 29"" x 6"" (6H) WHT",29.37,67.551,EA,AC,HAFELE,547.41.732,4,1,0,0,0
"14"" x 29"" x 11"" (11H) WHT",AC-0000599,"14"" x 29"" x 11"" (11H) WHT","14"" x 29"" x 11"" (11H) WHT",35.266,81.112,EA,AC,HAFELE,547.41.736,4,1,0,0,0
"14"" x 29"" x 17"" (16H) WHT",AC-0000600,"14"" x 29"" x 17"" (16H) WHT","14"" x 29"" x 17"" (16H) WHT",41.602,95.685,EA,AC,HAFELE,547.41.738,4,1,0,0,0
"14"" x 17"" x 6"" (6H) CANVAS LINER",AC-0000601,"14"" x 17"" x 6"" (6H) CANVAS LINER","14"" x 17"" x 6"" (6H) CANVAS LINER",10.285,23.656,EA,AC,HAFELE,547.35.484,4,1,0,0,0
"14"" x 17"" x 11"" (11H) CANVAS LINER",AC-0000602,"14"" x 17"" x 11"" (11H) CANVAS LINER","14"" x 17"" x 11"" (11H) CANVAS LINER",11.759,27.046,EA,AC,HAFELE,547.35.485,4,1,0,0,0
"14"" x 17"" x 17"" (16H) CANVAS LINER",AC-0000603,"14"" x 17"" x 17"" (16H) CANVAS LINER","14"" x 17"" x 17"" (16H) CANVAS LINER",14.168,32.586,EA,AC,HAFELE,547.35.486,4,1,0,0,0
"14"" x 23"" x 6"" (6H) CANVAS LINER",AC-0000604,"14"" x 23"" x 6"" (6H) CANVAS LINER","14"" x 23"" x 6"" (6H) CANVAS LINER",10.681,24.566,EA,AC,HAFELE,547.36.484,4,1,0,0,0
"14"" x 23"" x 11"" (11H) CANVAS LINER",AC-0000605,"14"" x 23"" x 11"" (11H) CANVAS LINER","14"" x 23"" x 11"" (11H) CANVAS LINER",12.155,27.957,EA,AC,HAFELE,547.36.485,4,1,0,0,0
"14"" x 23"" x 17"" (16H) CANVAS LINER",AC-0000606,"14"" x 23"" x 17"" (16H) CANVAS LINER","14"" x 23"" x 17"" (16H) CANVAS LINER",14.751,33.927,EA,AC,HAFELE,547.36.486,4,1,0,0,0
"14"" x 29"" x 6"" (6H) CANVAS LINER",AC-0000607,"14"" x 29"" x 6"" (6H) CANVAS LINER","14"" x 29"" x 6"" (6H) CANVAS LINER",11.099,25.528,EA,AC,HAFELE,547.37.484,4,1,0,0,0
"14"" x 29"" x 11"" (11H) CANVAS LINER",AC-0000608,"14"" x 29"" x 11"" (11H) CANVAS LINER","14"" x 29"" x 11"" (11H) CANVAS LINER",12.793,29.424,EA,AC,HAFELE,547.37.485,4,1,0,0,0
"14"" x 29"" x 17"" (16H) CANVAS LINER",AC-0000609,"14"" x 29"" x 17"" (16H) CANVAS LINER","14"" x 29"" x 17"" (16H) CANVAS LINER",15.378,35.369,EA,AC,HAFELE,547.37.486,4,1,0,0,0
"16"" x 17"" x 6"" (6H) CHR",AC-0000610,"16"" x 17"" x 6"" (6H) CHR","16"" x 17"" x 6"" (6H) CHR",30.074,69.17,EA,AC,HAFELE,547.38.252,4,1,0,0,0
"16"" x 17"" x 11"" (11H) CHR",AC-0000611,"16"" x 17"" x 11"" (11H) CHR","16"" x 17"" x 11"" (11H) CHR",31.988,73.572,EA,AC,HAFELE,547.38.256,4,1,0,0,0
"16"" x 17"" x 17"" (16H) CHR",AC-0000612,"16"" x 17"" x 17"" (16H) CHR","16"" x 17"" x 17"" (16H) CHR",39.226,90.22,EA,AC,HAFELE,547.38.258,4,1,0,0,0
"16"" x 23"" x 6"" (6H) CHR",AC-0000613,"16"" x 23"" x 6"" (6H) CHR","16"" x 23"" x 6"" (6H) CHR",35.673,82.048,EA,AC,HAFELE,547.40.252,4,1,0,0,0
"16"" x 23"" x 11"" (11H) CHR",AC-0000614,"16"" x 23"" x 11"" (11H) CHR","16"" x 23"" x 11"" (11H) CHR",37.07,85.261,EA,AC,HAFELE,547.40.256,4,1,0,0,0
"16"" x 23"" x 17"" (16H) CHR",AC-0000615,"16"" x 23"" x 17"" (16H) CHR","16"" x 23"" x 17"" (16H) CHR",40.843,93.939,EA,AC,HAFELE,547.40.258,4,1,0,0,0
"16"" x 29"" x 6"" (6H) CHR",AC-0000616,"16"" x 29"" x 6"" (6H) CHR","16"" x 29"" x 6"" (6H) CHR",36.96,85.008,EA,AC,HAFELE,547.41.252,4,1,0,0,0
"16"" x 29"" x 11"" (11H) CHR",AC-0000617,"16"" x 29"" x 11"" (11H) CHR","16"" x 29"" x 11"" (11H) CHR",38.181,87.816,EA,AC,HAFELE,547.41.256,4,1,0,0,0
"16"" x 29"" x 17"" (16H) CHR",AC-0000618,"16"" x 29"" x 17"" (16H) CHR","16"" x 29"" x 17"" (16H) CHR",46.431,106.791,EA,AC,HAFELE,547.41.258,4,1,0,0,0
"16"" x 17"" x 6"" (6H) MATT NICK",AC-0000619,"16"" x 17"" x 6"" (6H) MATT NICK","16"" x 17"" x 6"" (6H) MATT NICK",30.635,70.461,EA,AC,HAFELE,547.38.652,4,1,0,0,0
"16"" x 17"" x 11"" (11H) MATT NICK",AC-0000620,"16"" x 17"" x 11"" (11H) MATT NICK","16"" x 17"" x 11"" (11H) MATT NICK",32.78,75.394,EA,AC,HAFELE,547.38.656,4,1,0,0,0
"16"" x 17"" x 17"" (16H) MATT NICK",AC-0000621,"16"" x 17"" x 17"" (16H) MATT NICK","16"" x 17"" x 17"" (16H) MATT NICK",39.732,91.384,EA,AC,HAFELE,547.38.658,4,1,0,0,0
"16"" x 23"" x 6"" (6H) MATT NICK",AC-0000622,"16"" x 23"" x 6"" (6H) MATT NICK","16"" x 23"" x 6"" (6H) MATT NICK",33.847,77.848,EA,AC,HAFELE,547.40.652,4,1,0,0,0
"16"" x 23"" x 11"" (11H) MATT NICK",AC-0000623,"16"" x 23"" x 11"" (11H) MATT NICK","16"" x 23"" x 11"" (11H) MATT NICK",36.784,84.603,EA,AC,HAFELE,547.40.656,4,1,0,0,0
"16"" x 23"" x 17"" (16H) MATT NICK",AC-0000624,"16"" x 23"" x 17"" (16H) MATT NICK","16"" x 23"" x 17"" (16H) MATT NICK",44.418,102.161,EA,AC,HAFELE,547.40.658,4,1,0,0,0
"16"" x 29"" x 6"" (6H) MATT NICK",AC-0000625,"16"" x 29"" x 6"" (6H) MATT NICK","16"" x 29"" x 6"" (6H) MATT NICK",38.753,89.132,EA,AC,HAFELE,547.41.652,4,1,0,0,0
"16"" x 29"" x 11"" (11H) MATT NICK",AC-0000626,"16"" x 29"" x 11"" (11H) MATT NICK","16"" x 29"" x 11"" (11H) MATT NICK",42.955,98.797,EA,AC,HAFELE,547.41.656,4,1,0,0,0
"16"" x 29"" x 17"" (16H) MATT NICK",AC-0000627,"16"" x 29"" x 17"" (16H) MATT NICK","16"" x 29"" x 17"" (16H) MATT NICK",45.848,105.45,EA,AC,HAFELE,547.41.658,4,1,0,0,0
"16"" x 17"" x 6"" (6H) ORB",AC-0000628,"16"" x 17"" x 6"" (6H) ORB","16"" x 17"" x 6"" (6H) ORB",30.877,71.017,EA,AC,HAFELE,547.38.152,4,1,0,0,0
"16"" x 17"" x 11"" (11H) ORB",AC-0000629,"16"" x 17"" x 11"" (11H) ORB","16"" x 17"" x 11"" (11H) ORB",36.124,83.085,EA,AC,HAFELE,547.38.156,4,1,0,0,0
"16"" x 17"" x 17"" (16H) ORB",AC-0000630,"16"" x 17"" x 17"" (16H) ORB","16"" x 17"" x 17"" (16H) ORB",42.999,98.898,EA,AC,HAFELE,547.38.158,4,1,0,0,0
"16"" x 23"" x 6"" (6H) ORB",AC-0000631,"16"" x 23"" x 6"" (6H) ORB","16"" x 23"" x 6"" (6H) ORB",31.262,71.903,EA,AC,HAFELE,547.40.152,4,1,0,0,0
"16"" x 23"" x 11"" (11H) ORB",AC-0000632,"16"" x 23"" x 11"" (11H) ORB","16"" x 23"" x 11"" (11H) ORB",38.863,89.385,EA,AC,HAFELE,547.40.156,4,1,0,0,0
"16"" x 23"" x 17"" (16H) ORB",AC-0000633,"16"" x 23"" x 17"" (16H) ORB","16"" x 23"" x 17"" (16H) ORB",45.078,103.679,EA,AC,HAFELE,547.40.158,4,1,0,0,0
"16"" x 29"" x 6"" (6H) ORB",AC-0000634,"16"" x 29"" x 6"" (6H) ORB","16"" x 29"" x 6"" (6H) ORB",37.125,85.388,EA,AC,HAFELE,547.41.152,4,1,0,0,0
"16"" x 29"" x 11"" (11H) ORB",AC-0000635,"16"" x 29"" x 11"" (11H) ORB","16"" x 29"" x 11"" (11H) ORB",45.507,104.666,EA,AC,HAFELE,547.41.156,4,1,0,0,0
"16"" x 29"" x 17"" (16H) ORB",AC-0000636,"16"" x 29"" x 17"" (16H) ORB","16"" x 29"" x 17"" (16H) ORB",56.243,129.359,EA,AC,HAFELE,547.41.158,4,1,0,0,0
"16"" x 17"" x 6"" (6H) WHT",AC-0000637,"16"" x 17"" x 6"" (6H) WHT","16"" x 17"" x 6"" (6H) WHT",25.938,59.657,EA,AC,HAFELE,547.38.752,4,1,0,0,0
"16"" x 17"" x 11"" (11H) WHT",AC-0000638,"16"" x 17"" x 11"" (11H) WHT","16"" x 17"" x 11"" (11H) WHT",33.847,77.848,EA,AC,HAFELE,547.38.756,4,1,0,0,0
"16"" x 17"" x 17"" (16H) WHT",AC-0000639,"16"" x 17"" x 17"" (16H) WHT","16"" x 17"" x 17"" (16H) WHT",39.424,90.675,EA,AC,HAFELE,547.38.758,4,1,0,0,0
"16"" x 23"" x 6"" (6H) WHT",AC-0000640,"16"" x 23"" x 6"" (6H) WHT","16"" x 23"" x 6"" (6H) WHT",29.029,66.767,EA,AC,HAFELE,547.40.752,4,1,0,0,0
"16"" x 23"" x 11"" (11H) WHT",AC-0000641,"16"" x 23"" x 11"" (11H) WHT","16"" x 23"" x 11"" (11H) WHT",33.572,77.216,EA,AC,HAFELE,547.40.756,4,1,0,0,0
"16"" x 23"" x 17"" (16H) WHT",AC-0000642,"16"" x 23"" x 17"" (16H) WHT","16"" x 23"" x 17"" (16H) WHT",40.392,92.902,EA,AC,HAFELE,547.40.758,4,1,0,0,0
"16"" x 29"" x 6"" (6H) WHT",AC-0000643,"16"" x 29"" x 6"" (6H) WHT","16"" x 29"" x 6"" (6H) WHT",33.099,76.128,EA,AC,HAFELE,547.41.752,4,1,0,0,0
"16"" x 29"" x 11"" (11H) WHT",AC-0000644,"16"" x 29"" x 11"" (11H) WHT","16"" x 29"" x 11"" (11H) WHT",36.773,84.578,EA,AC,HAFELE,547.41.756,4,1,0,0,0
"16"" x 29"" x 17"" (16H) WHT",AC-0000645,"16"" x 29"" x 17"" (16H) WHT","16"" x 29"" x 17"" (16H) WHT",47.465,109.17,EA,AC,HAFELE,547.41.758,4,1,0,0,0
"16"" x 17"" x 6"" (6H) CANVAS LINER",AC-0000646,"16"" x 17"" x 6"" (6H) CANVAS LINER","16"" x 17"" x 6"" (6H) CANVAS LINER",10.483,24.111,EA,AC,HAFELE,547.35.487,4,1,0,0,0
"16"" x 17"" x 11"" (11H) CANVAS LINER",AC-0000647,"16"" x 17"" x 11"" (11H) CANVAS LINER","16"" x 17"" x 11"" (11H) CANVAS LINER",12.254,28.184,EA,AC,HAFELE,547.35.488,4,1,0,0,0
"16"" x 17"" x 17"" (16H) CANVAS LINER",AC-0000648,"16"" x 17"" x 17"" (16H) CANVAS LINER","16"" x 17"" x 17"" (16H) CANVAS LINER",14.916,34.307,EA,AC,HAFELE,547.35.489,4,1,0,0,0
"16"" x 23"" x 6"" (6H) CANVAS LINER",AC-0000649,"16"" x 23"" x 6"" (6H) CANVAS LINER","16"" x 23"" x 6"" (6H) CANVAS LINER",11.132,25.604,EA,AC,HAFELE,547.36.487,4,1,0,0,0
"16"" x 23"" x 11"" (11H) CANVAS LINER",AC-0000650,"16"" x 23"" x 11"" (11H) CANVAS LINER","16"" x 23"" x 11"" (11H) CANVAS LINER",12.749,29.323,EA,AC,HAFELE,547.36.488,4,1,0,0,0
"16"" x 23"" x 17"" (16H) CANVAS LINER",AC-0000651,"16"" x 23"" x 17"" (16H) CANVAS LINER","16"" x 23"" x 17"" (16H) CANVAS LINER",15.62,35.926,EA,AC,HAFELE,547.36.489,4,1,0,0,0
"16"" x 29"" x 6"" (6H) CANVAS LINER",AC-0000652,"16"" x 29"" x 6"" (6H) CANVAS LINER","16"" x 29"" x 6"" (6H) CANVAS LINER",11.099,25.528,EA,AC,HAFELE,547.37.484,4,1,0,0,0
"16"" x 29"" x 11"" (11H) CANVAS LINER",AC-0000653,"16"" x 29"" x 11"" (11H) CANVAS LINER","16"" x 29"" x 11"" (11H) CANVAS LINER",12.793,29.424,EA,AC,HAFELE,547.37.485,4,1,0,0,0
"16"" x 29"" x 17"" (16H) CANVAS LINER",AC-0000654,"16"" x 29"" x 17"" (16H) CANVAS LINER","16"" x 29"" x 17"" (16H) CANVAS LINER",15.378,35.369,EA,AC,HAFELE,547.37.486,4,1,0,0,0
"Synergy Hamper rplcmnt bag, 500mm x 300mm, BLK, nylon",AC-0000655,"Synergy Hamper rplcmnt bag, 500mm x 300mm, BLK, nylon","Synergy Hamper rplcmnt bag, 500mm x 300mm, BLK, nylon",29.304,101.099,EA,AC,HAFELE,547.43.390,4,1,0,0,0
"Synergy Hamper rplcmnt bag, 500mm x 400mm, BLK, nylon",AC-0000656,"Synergy Hamper rplcmnt bag, 500mm x 400mm, BLK, nylon","Synergy Hamper rplcmnt bag, 500mm x 400mm, BLK, nylon",35.167,121.326,EA,AC,HAFELE,547.43.391,4,1,0,0,0
"Synergy Hamper rplcmnt hndles, steel, black",AC-0000657,"Synergy Hamper rplcmnt hndles, steel, black","Synergy Hamper rplcmnt hndles, steel, black",10.978,37.874,EA,AC,HAFELE,547.43.399,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 18"", ORB",AC-0000658,"Engage Laundry/Pant Rack Pull-Out Frame, 18"", ORB","Engage Laundry/Pant Rack Pull-Out Frame, 18"", ORB",144.001,331.202,EA,AC,HAFELE,807.81.120,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 24"", ORB",AC-0000659,"Engage Laundry/Pant Rack Pull-Out Frame, 24"", ORB","Engage Laundry/Pant Rack Pull-Out Frame, 24"", ORB",190.861,438.98,EA,AC,HAFELE,807.81.121,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 30"", ORB",AC-0000660,"Engage Laundry/Pant Rack Pull-Out Frame, 30"", ORB","Engage Laundry/Pant Rack Pull-Out Frame, 30"", ORB",202.202,465.065,EA,AC,HAFELE,807.81.122,4,1,0,0,0
"Engage Pull-Out Shoe Organizer, 24"", ORB",AC-0000661,"Engage Pull-Out Shoe Organizer, 24"", ORB","Engage Pull-Out Shoe Organizer, 24"", ORB",153.054,352.024,EA,AC,HAFELE,807.77.172,4,1,0,0,0
"Engage Pull-Out Shoe Organizer, 36"" ORB",AC-0000662,"Engage Pull-Out Shoe Organizer, 36"" ORB","Engage Pull-Out Shoe Organizer, 36"" ORB",188.188,432.832,EA,AC,HAFELE,807.77.174,4,1,0,0,0
"Engage Jewelry Organizer, 24"", ORB",AC-0000663,"Engage Jewelry Organizer, 24"", ORB","Engage Jewelry Organizer, 24"", ORB",41.91,96.393,EA,AC,HAFELE,807.77.182,4,1,0,0,0
"Engage Laundry Bag, 12"", beach fabric",AC-0000664,"Engage Laundry Bag, 12"", beach fabric","Engage Laundry Bag, 12"", beach fabric",63.25,145.475,EA,AC,HAFELE,807.77.340,4,1,0,0,0
"Engage Laundry Bag, 18"", beach fabric",AC-0000665,"Engage Laundry Bag, 18"", beach fabric","Engage Laundry Bag, 18"", beach fabric",71.984,165.563,EA,AC,HAFELE,807.77.342,4,1,0,0,0
"Engage Storage Box, 18"", beach fabric",AC-0000666,"Engage Storage Box, 18"", beach fabric","Engage Storage Box, 18"", beach fabric",49.17,113.091,EA,AC,HAFELE,807.77.361,4,1,0,0,0
"Engage Storage Box, 24"", beach fabric",AC-0000667,"Engage Storage Box, 24"", beach fabric","Engage Storage Box, 24"", beach fabric",57.728,132.774,EA,AC,HAFELE,807.77.362,4,1,0,0,0
"Engage Deep Drawer Dividers, beach fabric",AC-0000668,"Engage Deep Drawer Dividers, beach fabric","Engage Deep Drawer Dividers, beach fabric",10.846,24.946,EA,AC,HAFELE,807.77.392,4,1,0,0,0
"Engage Pull-Out Shelf, 24"", ORB frame, beach fabric",AC-0000669,"Engage Pull-Out Shelf, 24"", ORB frame, beach fabric","Engage Pull-Out Shelf, 24"", ORB frame, beach fabric",109.56,251.988,EA,AC,HAFELE,807.77.402,4,1,0,0,0
"Engage Laundry Bag, 12"", slate fabric",AC-0000670,"Engage Laundry Bag, 12"", slate fabric","Engage Laundry Bag, 12"", slate fabric",63.25,145.475,EA,AC,HAFELE,807.77.440,4,1,0,0,0
"Engage Laundry Bag, 15"", slate fabric",AC-0000671,"Engage Laundry Bag, 15"", slate fabric","Engage Laundry Bag, 15"", slate fabric",67.639,155.57,EA,AC,HAFELE,807.77.441,4,1,0,0,0
"Engage Laundry Bag, 18"", slate fabric",AC-0000672,"Engage Laundry Bag, 18"", slate fabric","Engage Laundry Bag, 18"", slate fabric",71.984,165.563,EA,AC,HAFELE,807.77.442,4,1,0,0,0
"Engage Storage Box, 18"", slate fabric",AC-0000673,"Engage Storage Box, 18"", slate fabric","Engage Storage Box, 18"", slate fabric",49.17,113.091,EA,AC,HAFELE,807.77.461,4,1,0,0,0
"Engage Storage Box, 24"", slate fabric",AC-0000674,"Engage Storage Box, 24"", slate fabric","Engage Storage Box, 24"", slate fabric",57.728,132.774,EA,AC,HAFELE,807.77.462,4,1,0,0,0
"Engage Pull-Out Shelf, 24"", matt nickel frame, slate fabric",AC-0000675,"Engage Pull-Out Shelf, 24"", matt nickel frame, slate fabric","Engage Pull-Out Shelf, 24"", matt nickel frame, slate fabric",109.56,251.988,EA,AC,HAFELE,807.77.602,4,1,0,0,0
"Engage Divided Lingerie Drawer, 24"" Matt Nick, slate fabric",AC-0000676,"Engage Divided Lingerie Drawer, 24"" Matt Nick, slate fabric","Engage Divided Lingerie Drawer, 24"" Matt Nick, slate fabric",140.679,323.562,EA,AC,HAFELE,807.77.612,4,1,0,0,0
"Engage Divided Deep Drawer, 36"", Matt Nick, slate fabric",AC-0000677,"Engage Divided Deep Drawer, 36"", Matt Nick, slate fabric","Engage Divided Deep Drawer, 36"", Matt Nick, slate fabric",165.231,380.031,EA,AC,HAFELE,807.77.624,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 18"", Matt Nick",AC-0000678,"Engage Laundry/Pant Rack Pull-Out Frame, 18"", Matt Nick","Engage Laundry/Pant Rack Pull-Out Frame, 18"", Matt Nick",144.001,331.202,EA,AC,HAFELE,807.81.510,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 24"", Matt Nick",AC-0000679,"Engage Laundry/Pant Rack Pull-Out Frame, 24"", Matt Nick","Engage Laundry/Pant Rack Pull-Out Frame, 24"", Matt Nick",190.465,438.07,EA,AC,HAFELE,807.81.511,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 30"", Matt Nick",AC-0000680,"Engage Laundry/Pant Rack Pull-Out Frame, 30"", Matt Nick","Engage Laundry/Pant Rack Pull-Out Frame, 30"", Matt Nick",202.202,465.065,EA,AC,HAFELE,807.81.512,4,1,0,0,0
"Engage Laundry/Pant Rack Pull-Out Frame, 36"", Matt Nick",AC-0000681,"Engage Laundry/Pant Rack Pull-Out Frame, 36"", Matt Nick","Engage Laundry/Pant Rack Pull-Out Frame, 36"", Matt Nick",213.917,492.009,EA,AC,HAFELE,807.81.513,4,1,0,0,0
"Engage P-Out Shoe Organizer, 24"", Matt Nick",AC-0000682,"Engage P-Out Shoe Organizer, 24"", Matt Nick","Engage P-Out Shoe Organizer, 24"", Matt Nick",153.054,352.024,EA,AC,HAFELE,807.77.672,4,1,0,0,0
