SKU,Name,DisplayName,Description,LocationCode,Thickness,RetailPrice,UOM,ProductType,ItemTypeCode,ItemColorCode,ItemProfileCode,VendorName,VendorItemNum
AC-0000218,"HAMPER TILT OUT 30"" 20H DOUBLE BAG","HAMPER TILT OUT 30"" 20H DOUBLE BAG","HAMPER TILT OUT 30"" 20H DOUBLE BAG",1,1,170,EA,AC,0,0,0,HAFELE,547.43.305
AC-0000219,ELITE RND ROD POL CHROME 8FT,ELITE RND ROD POL CHROME 8FT,ELITE RND ROD POL CHROME 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.240
AC-0000220,ELITE RND ROD MATT ALUM 8FT,ELITE RND ROD MATT ALUM 8FT,ELITE RND ROD MATT ALUM 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.440
AC-0000221,ELITE RND ROD MATT NICKEL 8FT,ELITE RND ROD MATT NICKEL 8FT,ELITE RND ROD MATT NICKEL 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.640
AC-0000222,ELITE RND ROD MATT GOLD 8FT,ELITE RND ROD MATT GOLD 8FT,ELITE RND ROD MATT GOLD 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.040
AC-0000223,ELITE RND ROD ORB 8FT,ELITE RND ROD ORB 8FT,ELITE RND ROD ORB 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.140
AC-0000224,ELITE RND ROD SLATE 8FT,ELITE RND ROD SLATE 8FT,ELITE RND ROD SLATE 8FT,1,1,,EA,AC,0,0,0,HAFELE,801.42.340
AC-0000225,ELITE RND POLE CUP POL CHROME,ELITE RND POLE CUP POL CHROME,ELITE RND POLE CUP POL CHROME,1,1,,EA,AC,0,0,0,HAFELE,803.39.210
AC-0000226,ELITE RND POLE CUP MATT ALUM,ELITE RND POLE CUP MATT ALUM,ELITE RND POLE CUP MATT ALUM,1,1,,EA,AC,0,0,0,HAFELE,803.39.410
AC-0000227,ELITE RND POLE CUP MATT NICKEL,ELITE RND POLE CUP MATT NICKEL,ELITE RND POLE CUP MATT NICKEL,1,1,,EA,AC,0,0,0,HAFELE,803.39.610
AC-0000228,ELITE RND POLE CUP MATT GOLD ,ELITE RND POLE CUP MATT GOLD ,ELITE RND POLE CUP MATT GOLD ,1,1,,EA,AC,0,0,0,HAFELE,803.39.910
AC-0000229,ELITE RND POLE CUP ORB,ELITE RND POLE CUP ORB,ELITE RND POLE CUP ORB,1,1,,EA,AC,0,0,0,HAFELE,803.39.110
AC-0000230,ELITE RND POLE CUP SLATE,ELITE RND POLE CUP SLATE,ELITE RND POLE CUP SLATE,1,1,,EA,AC,0,0,0,HAFELE,803.39.710
AC-0000231,"ELITE TIE RACK POL CHROME 12""","ELITE TIE RACK POL CHROME 12""","ELITE TIE RACK POL CHROME 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.201
AC-0000232,"ELITE TIE RACK MATT ALUM 12""","ELITE TIE RACK MATT ALUM 12""","ELITE TIE RACK MATT ALUM 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.401
AC-0000233,"ELITE TIE RACK MATT NICKEL 12""","ELITE TIE RACK MATT NICKEL 12""","ELITE TIE RACK MATT NICKEL 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.601
AC-0000234,"ELITE TIE RACK MATT GOLD 12""","ELITE TIE RACK MATT GOLD 12""","ELITE TIE RACK MATT GOLD 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.901
AC-0000235,"ELITE TIE RACK ORB 12""","ELITE TIE RACK ORB 12""","ELITE TIE RACK ORB 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.101
AC-0000236,"ELITE TIE RACK SLATE 12""","ELITE TIE RACK SLATE 12""","ELITE TIE RACK SLATE 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.301
AC-0000237,"ELITE TIE RACK POL CHROME 14""","ELITE TIE RACK POL CHROME 14""","ELITE TIE RACK POL CHROME 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.203
AC-0000238,"ELITE TIE RACK MATT ALUM 14""","ELITE TIE RACK MATT ALUM 14""","ELITE TIE RACK MATT ALUM 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.403
AC-0000239,"ELITE TIE RACK MATT NICKEL 14""","ELITE TIE RACK MATT NICKEL 14""","ELITE TIE RACK MATT NICKEL 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.603
AC-0000240,"ELITE TIE RACK MATT GOLD 14""","ELITE TIE RACK MATT GOLD 14""","ELITE TIE RACK MATT GOLD 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.904
AC-0000241,"ELITE TIE RACK ORB 14""","ELITE TIE RACK ORB 14""","ELITE TIE RACK ORB 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.103
AC-0000242,"ELITE TIE RACK SLATE 14""","ELITE TIE RACK SLATE 14""","ELITE TIE RACK SLATE 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.303
AC-0000243,"ELITE TIE RACK POL CHROME 18""","ELITE TIE RACK POL CHROME 18""","ELITE TIE RACK POL CHROME 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.205
AC-0000244,"ELITE TIE RACK MATT ALUM 18""","ELITE TIE RACK MATT ALUM 18""","ELITE TIE RACK MATT ALUM 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.405
AC-0000245,"ELITE TIE RACK MATT NICKEL 18""","ELITE TIE RACK MATT NICKEL 18""","ELITE TIE RACK MATT NICKEL 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.605
AC-0000246,"ELITE TIE RACK MATT GOLD 18""","ELITE TIE RACK MATT GOLD 18""","ELITE TIE RACK MATT GOLD 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.905
AC-0000247,"ELITE TIE RACK ORB 18""","ELITE TIE RACK ORB 18""","ELITE TIE RACK ORB 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.105
AC-0000248,"ELITE TIE RACK SLATE 18""","ELITE TIE RACK SLATE 18""","ELITE TIE RACK SLATE 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.305
AC-0000249,"ELITE BELT RACK POL CHROME 12""","ELITE BELT RACK POL CHROME 12""","ELITE BELT RACK POL CHROME 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.211
AC-0000250,"ELITE BELT RACK MATT ALUM 12""","ELITE BELT RACK MATT ALUM 12""","ELITE BELT RACK MATT ALUM 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.411
AC-0000251,"ELITE BELT RACK MATT NICKEL 12""","ELITE BELT RACK MATT NICKEL 12""","ELITE BELT RACK MATT NICKEL 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.611
AC-0000252,"ELITE BELT RACK MATT GOLD 12""","ELITE BELT RACK MATT GOLD 12""","ELITE BELT RACK MATT GOLD 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.911
AC-0000253,"ELITE BELT RACK ORB 12""","ELITE BELT RACK ORB 12""","ELITE BELT RACK ORB 12""",1,1,,EA,AC,0,0,0,HAFELE,807.37.111
AC-0000254,"ELITE BELT RACK SLATE 12""","ELITE BELT RACK SLATE 12""","ELITE BELT RACK SLATE 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.311
AC-0000255,"ELITE BELT RACK POL CHROME 14""","ELITE BELT RACK POL CHROME 14""","ELITE BELT RACK POL CHROME 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.213
AC-0000256,"ELITE BELT RACK MATT ALUM 14""","ELITE BELT RACK MATT ALUM 14""","ELITE BELT RACK MATT ALUM 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.413
AC-0000257,"ELITE BELT RACK MATT NICKEL 14""","ELITE BELT RACK MATT NICKEL 14""","ELITE BELT RACK MATT NICKEL 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.613
AC-0000258,"ELITE BELT RACK MATT GOLD 14""","ELITE BELT RACK MATT GOLD 14""","ELITE BELT RACK MATT GOLD 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.913
AC-0000259,"ELITE BELT RACK ORB 14""","ELITE BELT RACK ORB 14""","ELITE BELT RACK ORB 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.113
AC-0000260,"ELITE BELT RACK SLATE 14""","ELITE BELT RACK SLATE 14""","ELITE BELT RACK SLATE 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.313
AC-0000261,"ELITE BELT RACK POL CHROME 18""","ELITE BELT RACK POL CHROME 18""","ELITE BELT RACK POL CHROME 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.215
AC-0000262,"ELITE BELT RACK MATT ALUM 18""","ELITE BELT RACK MATT ALUM 18""","ELITE BELT RACK MATT ALUM 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.415
AC-0000263,"ELITE BELT RACK MATT NICKEL 18""","ELITE BELT RACK MATT NICKEL 18""","ELITE BELT RACK MATT NICKEL 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.615
AC-0000264,"ELITE BELT RACK MATT GOLD 18""","ELITE BELT RACK MATT GOLD 18""","ELITE BELT RACK MATT GOLD 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.915
AC-0000265,"ELITE BELT RACK ORB 18""","ELITE BELT RACK ORB 18""","ELITE BELT RACK ORB 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.115
AC-0000266,"ELITE BELT RACK SLATE 18""","ELITE BELT RACK SLATE 18""","ELITE BELT RACK SLATE 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.315
AC-0000267,"ELITE VALET ROD POL CHROME 12""","ELITE VALET ROD POL CHROME 12""","ELITE VALET ROD POL CHROME 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.201
AC-0000268,"ELITE VALET ROD MATT ALUM 12""","ELITE VALET ROD MATT ALUM 12""","ELITE VALET ROD MATT ALUM 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.401
AC-0000269,"ELITE VALET ROD MATT NICKEL 12""","ELITE VALET ROD MATT NICKEL 12""","ELITE VALET ROD MATT NICKEL 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.601
AC-0000270,"ELITE VALET ROD MATT GOLD 12""","ELITE VALET ROD MATT GOLD 12""","ELITE VALET ROD MATT GOLD 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.001
AC-0000271,"ELITE VALET ROD ORB 12""","ELITE VALET ROD ORB 12""","ELITE VALET ROD ORB 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.101
AC-0000272,"ELITE VALET ROD SLATE 12""","ELITE VALET ROD SLATE 12""","ELITE VALET ROD SLATE 12""",1,1,,EA,AC,0,0,0,HAFELE,808.71.301
AC-0000273,"ELITE VALET ROD POL CHROME 14""","ELITE VALET ROD POL CHROME 14""","ELITE VALET ROD POL CHROME 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.203
AC-0000274,"ELITE VALET ROD MATT ALUM 14""","ELITE VALET ROD MATT ALUM 14""","ELITE VALET ROD MATT ALUM 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.403
AC-0000275,"ELITE VALET ROD MATT NICKEL 14""","ELITE VALET ROD MATT NICKEL 14""","ELITE VALET ROD MATT NICKEL 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.603
AC-0000276,"ELITE VALET ROD MATT GOLD 14""","ELITE VALET ROD MATT GOLD 14""","ELITE VALET ROD MATT GOLD 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.003
AC-0000277,"ELITE VALET ROD ORB 14""","ELITE VALET ROD ORB 14""","ELITE VALET ROD ORB 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.103
AC-0000278,"ELITE VALET ROD SLATE 14""","ELITE VALET ROD SLATE 14""","ELITE VALET ROD SLATE 14""",1,1,,EA,AC,0,0,0,HAFELE,808.71.303
AC-0000279,"ELITE SCARF RACK POL CHROME 12""","ELITE SCARF RACK POL CHROME 12""","ELITE SCARF RACK POL CHROME 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.221
AC-0000280,"ELITE SCARF RACK MATT ALUM 12""","ELITE SCARF RACK MATT ALUM 12""","ELITE SCARF RACK MATT ALUM 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.421
AC-0000281,"ELITE SCARF RACK MATT NICKEL 12""","ELITE SCARF RACK MATT NICKEL 12""","ELITE SCARF RACK MATT NICKEL 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.621
AC-0000282,"ELITE SCARF RACK MATT GOLD 12""","ELITE SCARF RACK MATT GOLD 12""","ELITE SCARF RACK MATT GOLD 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.921
AC-0000283,"ELITE SCARF RACK ORB 12""","ELITE SCARF RACK ORB 12""","ELITE SCARF RACK ORB 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.121
AC-0000284,"ELITE SCARF RACK SLATE 12""","ELITE SCARF RACK SLATE 12""","ELITE SCARF RACK SLATE 12""",1,1,,EA,AC,0,0,0,HAFELE,807.67.321
AC-0000285,"ELITE SCARF RACK POL CHROME 14""","ELITE SCARF RACK POL CHROME 14""","ELITE SCARF RACK POL CHROME 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.223
AC-0000286,"ELITE SCARF RACK MATT ALUM 14""","ELITE SCARF RACK MATT ALUM 14""","ELITE SCARF RACK MATT ALUM 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.423
AC-0000287,"ELITE SCARF RACK MATT NICKEL 14""","ELITE SCARF RACK MATT NICKEL 14""","ELITE SCARF RACK MATT NICKEL 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.623
AC-0000288,"ELITE SCARF RACK MATT GOLD 14""","ELITE SCARF RACK MATT GOLD 14""","ELITE SCARF RACK MATT GOLD 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.923
AC-0000289,"ELITE SCARF RACK ORB 14""","ELITE SCARF RACK ORB 14""","ELITE SCARF RACK ORB 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.123
AC-0000290,"ELITE SCARF RACK SLATE 14""","ELITE SCARF RACK SLATE 14""","ELITE SCARF RACK SLATE 14""",1,1,,EA,AC,0,0,0,HAFELE,807.67.323
AC-0000291,"ELITE SCARF RACK POL CHROME 18""","ELITE SCARF RACK POL CHROME 18""","ELITE SCARF RACK POL CHROME 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.225
AC-0000292,"ELITE SCARF RACK MATT ALUM 18""","ELITE SCARF RACK MATT ALUM 18""","ELITE SCARF RACK MATT ALUM 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.425
AC-0000293,"ELITE SCARF RACK MATT NICKEL 18""","ELITE SCARF RACK MATT NICKEL 18""","ELITE SCARF RACK MATT NICKEL 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.625
AC-0000294,"ELITE SCARF RACK MATT GOLD 18""","ELITE SCARF RACK MATT GOLD 18""","ELITE SCARF RACK MATT GOLD 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.925
AC-0000295,"ELITE SCARF RACK ORB 18""","ELITE SCARF RACK ORB 18""","ELITE SCARF RACK ORB 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.125
AC-0000296,"ELITE SCARF RACK SLATE 18""","ELITE SCARF RACK SLATE 18""","ELITE SCARF RACK SLATE 18""",1,1,,EA,AC,0,0,0,HAFELE,807.67.325
AC-0000297,ELITE COAT HOOK POL CHROME ,ELITE COAT HOOK POL CHROME ,ELITE COAT HOOK POL CHROME ,1,1,,EA,AC,0,0,0,HAFELE,807.69.230
AC-0000298,ELITE COAT HOOK MATT ALUM,ELITE COAT HOOK MATT ALUM,ELITE COAT HOOK MATT ALUM,1,1,,EA,AC,0,0,0,HAFELE,807.69.030
AC-0000299,ELITE COAT HOOK MATT NICKEL,ELITE COAT HOOK MATT NICKEL,ELITE COAT HOOK MATT NICKEL,1,1,,EA,AC,0,0,0,HAFELE,807.69.630
AC-0000300,ELITE COAT HOOK MATT GOLD,ELITE COAT HOOK MATT GOLD,ELITE COAT HOOK MATT GOLD,1,1,,EA,AC,0,0,0,HAFELE,807.69.930
AC-0000301,ELITE COAT HOOK ORB,ELITE COAT HOOK ORB,ELITE COAT HOOK ORB,1,1,,EA,AC,0,0,0,HAFELE,807.69.130
AC-0000302,ELITE COAT HOOK SLATE ,ELITE COAT HOOK SLATE ,ELITE COAT HOOK SLATE ,1,1,,EA,AC,0,0,0,HAFELE,807.69.330
AC-0000303,ELITE DOUBLE HOOK POL CHROME ,ELITE DOUBLE HOOK POL CHROME ,ELITE DOUBLE HOOK POL CHROME ,1,1,,EA,AC,0,0,0,HAFELE,807.69.240
AC-0000304,ELITE DOUBLE HOOK MATT ALUM,ELITE DOUBLE HOOK MATT ALUM,ELITE DOUBLE HOOK MATT ALUM,1,1,,EA,AC,0,0,0,HAFELE,807.69.040
AC-0000305,ELITE DOUBLE HOOK MATT NICKEL,ELITE DOUBLE HOOK MATT NICKEL,ELITE DOUBLE HOOK MATT NICKEL,1,1,,EA,AC,0,0,0,HAFELE,807.69.640
AC-0000306,ELITE DOUBLE HOOK MATT GOLD ,ELITE DOUBLE HOOK MATT GOLD ,ELITE DOUBLE HOOK MATT GOLD ,1,1,,EA,AC,0,0,0,HAFELE,807.69.940
AC-0000307,ELITE DOUBLE HOOK ORB ,ELITE DOUBLE HOOK ORB ,ELITE DOUBLE HOOK ORB ,1,1,,EA,AC,0,0,0,HAFELE,807.69.140
AC-0000308,ELITE DOUBLE HOOK SLATE ,ELITE DOUBLE HOOK SLATE ,ELITE DOUBLE HOOK SLATE ,1,1,,EA,AC,0,0,0,HAFELE,807.69.340
AC-0000309,KN ORB AMERIC 133.79.351,KN ORB AMERIC 133.79.351,KN ORB AMERIC 133.79.351,1,1,6,EA,AC,0,0,0,HAFELE,133.79.351
AC-0000310,PULL SS LOOK 117.95.630,PULL SS LOOK 117.95.630,PULL SS LOOK 117.95.630,1,1,10,EA,AC,0,0,0,HAFELE,117.95.630
AC-0000311,PULL SS LOOK CARMEL 107.18.612,PULL SS LOOK CARMEL 107.18.612,PULL SS LOOK CARMEL 107.18.612,1,1,3,EA,AC,0,0,0,HAFELE,107.18.612
AC-0000312,PULL SS LOOK CARMEL 107.18.613,PULL SS LOOK CARMEL 107.18.613,PULL SS LOOK CARMEL 107.18.613,1,1,6,EA,AC,0,0,0,HAFELE,107.18.613
AC-0000313,PULL SS LOOK 128MM 102.47.953,PULL SS LOOK 128MM 102.47.953,PULL SS LOOK 128MM 102.47.953,1,1,10,EA,AC,0,0,0,HAFELE,102.47.953
AC-0000314,PULL MATT BLK 102.47.319,PULL MATT BLK 102.47.319,PULL MATT BLK 102.47.319,1,1,14,EA,AC,0,0,0,HAFELE,102.47.319
AC-0000315,PULL BAR MATT BLK 155.99.002,PULL BAR MATT BLK 155.99.002,PULL BAR MATT BLK 155.99.002,1,1,6,EA,AC,0,0,0,HAFELE,155.99.002
AC-0000316,PULL BAR MATT BLK 155.99.017,PULL BAR MATT BLK 155.99.017,PULL BAR MATT BLK 155.99.017,1,1,6,EA,AC,0,0,0,HAFELE,155.99.017
AC-0000317,PULL CREST MATT GOLD 155.99.032,PULL CREST MATT GOLD 155.99.032,PULL CREST MATT GOLD 155.99.032,1,1,6,EA,AC,0,0,0,HAFELE,155.99.032
AC-0000318,PULL CREST MATT GOLD 155.99.430,PULL CREST MATT GOLD 155.99.430,PULL CREST MATT GOLD 155.99.430,1,1,6,EA,AC,0,0,0,HAFELE,155.99.430
AC-0000319,KN MATT GOLD 155.01.819,KN MATT GOLD 155.01.819,KN MATT GOLD 155.01.819,1,1,3,EA,AC,0,0,0,HAFELE,155.01.819
BB-0000001,BIRCH BALTIC 1/2 G2 9 PLY  5X5,BIRCH BALTIC 1/2 G2 9 PLY  5X5,BIRCH BALTIC 1/2 G2 9 PLY  5X5,1,0.5,1.138666667,SF,BB,0,808010,12900,LUMBER,0
BB-0000002,1/2 BIRCH VENEER PRE FINISHED,1/2 BIRCH VENEER PRE FINISHED,1/2 BIRCH VENEER PRE FINISHED,1,0.5,1.576,SF,BB,32100,808009,0,SPELLMAN,0
BB-0000003,BALTIC BIRCH BBBB 1/2,BALTIC BIRCH BBBB 1/2,BALTIC BIRCH BBBB 1/2,1,0.5,1.576,SF,BB,32200,808010,0,UKNOWN,0
BB-0000004,1/4 BIRCH VENEER PRE FINISHED,1/4 BIRCH VENEER PRE FINISHED,1/4 BIRCH VENEER PRE FINISHED,1,0.25,0.8446666667,SF,BB,30200,808009,0,SPELLMAN,0
BB-0000005,BALTIC BIRCH PLY250 1/4,BALTIC BIRCH PLY250 1/4,BALTIC BIRCH PLY250 1/4,1,0.25,0.8446666667,SF,BB,30250,808010,0,UKNOWN,0
BB-0000006,BBBB PREFINISH RIP 2.75,DOVETAIL DRAWER 4 HOLE ,DOVETAIL DRAWER 4 HOLE ,1,0.5,9.33,EA,BB,0,0,0,RUGBY,DS124HOLE
BB-0000007,BBBB PREFINISH RIP 4.69,DOVETAIL DRAWER 5 HOLE ,DOVETAIL DRAWER 5 HOLE ,1,0.5,14.56,EA,BB,0,0,0,RUGBY,DS125HOLE
BB-0000008,BBBB PREFINISH RIP 5.95,DOVETAIL DRAWER 6 HOLE ,DOVETAIL DRAWER 6 HOLE ,1,0.5,19.69,EA,BB,0,0,0,RUGBY,DS126HOLE
BB-0000009,BBBB PREFINISH RIP 7.21,DOVETAIL DRAWER 7 HOLE ,DOVETAIL DRAWER 7 HOLE ,1,0.5,22.93,EA,BB,0,0,0,RUGBY,DS127HOLE
BB-0000010,BBBB PREFINISH RIP 8.47,DOVETAIL DRAWER 8 HOLE ,DOVETAIL DRAWER 8 HOLE ,1,0.5,24.12,EA,BB,0,0,0,RUGBY,DS128HOLE
BB-0000011,BBBB PREFINISH RIP 9.73,DOVETAIL DRAWER 9 HOLE ,DOVETAIL DRAWER 9 HOLE ,1,0.5,25.03,EA,BB,0,0,0,RUGBY,DS129HOLE
BB-0000012,BBBB PREFINISH RIP 10.99,DOVETAIL DRAWER 10 HOLE ,DOVETAIL DRAWER 10 HOLE ,1,0.5,34.23,EA,BB,0,0,0,RUGBY,DS1210HOLE
CM-0000001,QUICK DRY VINYL SEALER 53 GAL,QUICK DRY VINYL SEALER 53 GAL,QUICK DRY VINYL SEALER 53 GAL,1,1,1505.2,55,S,0,0,0,LOUIS,MLC10189-53D
CM-0000004,KLEARVAR  SATIN 53GAL,KLEARVAR  SATIN 53GAL,KLEARVAR  SATIN 53GAL,1,1,2420.12,55,S,0,0,0,LOUIS,MLC116624-53
CM-0000005,CARE CATALYST,CARE CATALYST,CARE CATALYST,1,1,208.9066667,5G,S,0,0,0,LOUIS,MLC149-1-5
CM-0000006,CARE RETARDER,CARE RETARDER,CARE RETARDER,1,1,40.08,GL,S,0,0,0,LOUIS,MLC162-1-1
CM-0000007,CARE REDUCER,CARE REDUCER,CARE REDUCER,1,1,39.08,GL,S,0,0,0,LOUIS,MLC162-1-1
CM-0000008,LEVEL PRIMER WHITE,LEVEL PRIMER WHITE,LEVEL PRIMER WHITE,1,1,72.13333333,GL,S,0,0,0,LOUIS,MLMW122529-1
CM-0000009,CLAWLOCK PRIMER BLACK,CLAWLOCK PRIMER BLACK,CLAWLOCK PRIMER BLACK,1,1,61.4,GL,S,0,0,0,LOUIS,MLW370-11-1
CM-0000010,QUICK DRY WHITE VINYL PRIMER,QUICK DRY WHITE VINYL PRIMER,QUICK DRY WHITE VINYL PRIMER,1,1,199.44,5G,S,0,0,0,LOUIS,MLFW12419-5P
CM-0000011,Quick Dry Wht  Vinyl Primer 53,Quick Dry Wht  Vinyl Primer 53,Quick Dry Wht  Vinyl Primer 53,1,1,1905.533333,55,S,0,0,0,LOUIS,MLFW12419-53D
CM-0000012,KRYSTAL POSTCAT DULL,KRYSTAL POSTCAT DULL,KRYSTAL POSTCAT DULL,1,1,275.3866667,5G,S,0,0,0,LOUIS,MLC145-12-5
EB-0000001,EB Cabinet Almond 1030,Cabinet Almond,EB CAB ALMON   018 15/16 2114,1,0.018,0.032,LF,EB,1045,110200,1020,UKNOWN,0
EB-0000002,EB Oxford White 3030,Oxford White,EB OX WHITE 3M 15/16  2001,1,0.118,0.356,LF,EB,3030,110100,1020,UKNOWN,0
EB-0000003,EB Arbor Myrtle 1030,Arbor Myrtle,EB ARBOR MYRTLE 018 15/16 4488,1,0.018,0.069,LF,EB,1045,111710,1020,UKNOWN,0
EB-0000004,EB Oxford White 1030,Oxford White,EB OX WHIT FE  .018 15/16 2001,1,0.018,0.032,LF,EB,1045,110100,1020,UKNOWN,0
EB-0000005,EB Brown Pear 1030,Brown Pearwood,EB BROWN PEAR .018 15/16  4763,1,0.018,0.069,LF,EB,1045,115000,1020,UKNOWN,0
EB-0000006,EB Mocha Cherry 1030,Mocha Cherry,EB MOCHA CHERRY 018 15/16 5805,1,0.018,0.105,LF,EB,1045,147450,1020,UKNOWN,0
EB-0000012,Arbor Myrtle,Arbor Myrtle,EB Arbor Myrtle  15/16 1mm,1,0.039,0.22,LF,EB,1045,111710,1020,UKNOWN,0
EB-0000036,EB SL Carbon 1045,EB SL CARBON 15/16 1mm,EB SL CARBON 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108200,1020,UKNOWN,0
EB-0000038,EB SL Silver 1045,EB SL SILVER 15/16 1mm,EB SL SILVER 15/16 1mm,1,0.039,0.6933333333,LF,EB,1045,108600,1020,UKNOWN,0
EB-0000044,EB M Cypress Point 1045,EB M Cypress Point 1mm S013,EB M Cypress Point 1mm S013,1,0.039,0.3252,LF,EB,1045,110840,1020,UKNOWN,0
EB-0000049,EB SL Artic 1045,EB SL ARTIC 15/16 1mm,EB SL ARTIC 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108100,1020,UKNOWN,0
EB-0000061,U Driftwood,U Driftwood,EB U DRIFTWOOD 15/16 1MM,1,0.039,0.1386666667,LF,EB,1037,167000,1020,UKNOWN,0
EB-0000065,EB SL Ash 1045,EB SL ASH 15/16 1mm,EB SL ASH 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108150,1020,UKNOWN,0
EB-0000069,EB Almond 1030,Cabinet Almond,EB ALMOND 018 15/16 PAN S455,1,0.018,0.028,LF,EB,1045,301460,1020,UKNOWN,0
EB-0000113,EB Pepperdust 1030,Pepperdust,EB PEPPERDUST .018 1 5/16 2495,1,0.018,0.113,LF,EB,1045,156260,1020,UKNOWN,0
EB-0000138,U Luxe,U Luxe DISCONTINUED,EB U LUXE 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167010,1020,UKNOWN,0
EB-0000139,U Mystic,U Mystic,EB U MYSTIC 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167015,1020,UKNOWN,0
EB-0000140,U Silva,U Silva,EB U SILVA 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167020,1020,UKNOWN,0
EB-0000141,U Intrigue Rio,U Intrigue Rio DISCONTINUED,EB U INTRIGUE_RIO 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167030,1020,UKNOWN,0
EB-0000143,T After Hours,T After Hours,EB T AFTER HOURS 1MM,1,0.039,0.3066666667,LF,EB,1037,107100,1020,UKNOWN,0
EB-0000144,T Apres Ski,T Apres Ski,EB T APRES SKI 1MM,1,0.039,0.3066666667,LF,EB,1037,107050,1020,UKNOWN,0
EB-0000145,EB T Cast at First Light 1045,EB T CAST AT FIRST LIGHT 1MM,EB T CAST AT FIRST LIGHT 1MM,1,0.039,0.3066666667,LF,EB,1030,107200,1020,UKNOWN,0
EB-0000146,EB T Stargazer 1045,EB T STARGAZER 1MM,EB T STARGAZER 1MM,1,0.039,0.3066666667,LF,EB,1030,107600,1020,UKNOWN,0
